base_size,layer_index,petal_index,opening_degree,deformation_type,intensity,bone_base_start_x,bone_base_start_y,bone_base_end_x,bone_base_end_y,bone_mid_start_x,bone_mid_start_y,bone_mid_end_x,bone_mid_end_y,bone_tip_start_x,bone_tip_start_y,bone_tip_end_x,bone_tip_end_y,bone_base_head_rx,bone_base_head_ry,bone_base_head_rz,bone_base_tail_rx,bone_base_tail_ry,bone_base_tail_rz,bone_mid_head_rx,bone_mid_head_ry,bone_mid_head_rz,bone_mid_tail_rx,bone_mid_tail_ry,bone_mid_tail_rz,bone_tip_head_rx,bone_tip_head_ry,bone_tip_head_rz,bone_tip_tail_rx,bone_tip_tail_ry,bone_tip_tail_rz
2.1236203565420873,0,10,0.7796910002727693,0,0.15601864044243652,0.0,0.0,-0.022584528024353557,0.738581084587055,-0.02901254089080932,0.738581084587055,0.0,1.2802072132842286,0.0,1.2802072132842286,0.024040068879676375,1.6412912990823443,0.4044600469728352,0.832290311184182,-1.9176620228167902,1.8796394086479773,1.329770563201687,-1.1506435572868954,-1.2727001311715975,-1.2663819605862647,-0.7830310281618491,0.09902572652895136,-0.27221992543153695,-0.8350834392078323,0.4474115788895179,-1.4420245573918327,-0.8314214058591274,-0.5345526268252332,-0.17572006313185629,1.1407038455720544
1.5990213464750793,2,3,0.5924145688620425,2,0.8599404067363206,0.0,0.0,-0.011280247602484875,0.7355882489841559,-0.02630640539409001,0.7355882489841559,-0.06920930456436875,1.2750196315725368,-0.06920930456436875,1.2750196315725368,-0.07796500970421463,1.634640553298124,1.768807022739411,17.45196100610857,-0.4583339898403356,-1.9361349911191432,-1.076424697511404,-1.0358981358959531,0.7330540753018329,26.2381988332201,1.3327796469446573,-1.3065413859689117,-0.43575756970703683,-1.2710556488477507,1.0214456412706099,21.199133666372994,-1.1682333485272447,0.2708013112799659,-1.8747468301777657,1.369139098379994
2.349262400109297,1,3,0.5978999788110851,3,0.3265407688058354,0.0,0.0,0.01682943335112775,0.9710797178346046,0.012547212245210082,0.9710797178346046,-0.03416784587147818,1.683204844246648,-0.03416784587147818,1.683204844246648,0.03980753771363372,2.1579549285213435,2.3872018638852444,0.9892804405495235,0.15876852955631904,0.34700466265539287,1.861021229056552,0.4281369907467387,-4.103571612320991,-0.8149059771836704,-1.33893224374799,-1.9374543730352243,-0.3063940771745215,-0.42047392729772115,-0.8260473011278483,-1.9436807091396622,-1.2046303836447794,0.8453678109945999,1.1607021621248226,0.4238398991240455
3.778902635540047,1,8,0.9149596755437808,0,0.6232981268275579,0.0,0.0,-0.021291143309322073,1.4164551420594438,-0.054951112795223855,1.4164551420594438,0.0,2.455188912903036,0.0,2.455188912903036,-0.02379867220853226,3.1476780934654305,-0.6992667118930118,0.9184247133522563,0.5502298854208525,1.5488509703053062,-0.11114029935220282,-1.5216230162467932,0.85297914889198,1.0431401944675898,0.24510879027798493,1.083868719818244,-0.024817614542437028,0.09093131752797623,-0.2898359265658015,-1.8983234930236192,-1.5684342920267822,-1.874283257253063,0.5456416450551216,-0.7425760756946933
2.525712073494108,1,4,0.24929222914887494,0,0.5398410913016731,0.0,0.0,-0.030379997721080992,1.1509947599699035,0.04530863459077316,1.1509947599699035,0.0,1.9950575839478326,0.0,1.9950575839478326,0.010114989677358665,2.557766133266452,0.7791397321588183,1.5218713560610309,0.497416192535173,-0.817465256649144,-1.5780229606789176,-0.17386171806835904,-1.1262382511326656,-0.33396020851853514,1.5331210356754732,-0.7026199159789042,-1.5116481811973066,-0.5748086476921004,1.6273137661830162,-0.9114710024614587,0.5907604821654493,-1.9979184920187367,-0.589724574663324,-0.7808749673678839
1.493967559428825,2,8,0.4848299713589832,0,0.1198653673336828,0.0,0.0,-0.010233264537298033,0.7089592484699334,0.027911549406743136,0.7089592484699334,0.0,1.2288626973478847,0.0,1.2288626973478847,-0.011141503684111386,1.575464996599852,0.07516248697346439,0.8120758355807114,-0.5454815904828241,1.8871283308838427,1.849789179768445,-0.9928708166985434,-0.011005976430458198,-0.7964867607329214,-0.8606380224901296,-1.8524522105818688,0.4382573359195874,0.010716092915445952,-1.7940849950000426,-0.8854141430535543,1.6330635438666148,-1.0417524373321103,-1.4204205116351076,-0.04218895888974794
3.956951362331802,2,3,0.08085332633271525,3,0.23763754399239967,0.0,0.0,0.055757118255904924,2.0935628238886985,-0.011317511191864844,2.0935628238886985,-0.0422370367946495,3.628842228073744,-0.0422370367946495,3.628842228073744,0.02462138385017191,4.652361830863774,1.268459238995336,0.1430987362990339,-1.6388409197823668,1.3412099823569519,-0.7168797401130567,-1.253925958400583,-4.171182731363065,0.36357177275296726,0.7102574473691297,-1.9336486842885754,0.048372233197123915,-1.0940168992082482,0.5806911616377989,-1.3025342839800342,0.7637509524098638,-0.45305861479785037,1.746919954946938,-1.449916223416027
2.0231990531507753,0,1,0.9246936182785628,1,0.6957843993450822,0.0,0.0,0.06385250279591868,0.6719713516419138,0.06065122562010966,0.6719713516419138,-0.06004981768067478,1.1647503428459838,-0.06004981768067478,1.1647503428459838,0.06883350631031859,1.4932696703153638,10.503309555260289,-0.9566833006783639,1.9850147990316973,1.8616774051551745,0.23317381442839036,1.5305453727573588,-18.63978155026154,-0.8845145896312725,0.8014313198910852,1.3866445689532236,1.4252971675123698,-0.38196749151123965,11.98784638522007,1.403713795070051,1.7425399768837901,1.1413626044557743,0.6759530188569145,0.32274648574581866
2.116848299685229,0,2,0.9736638367553173,1,0.16080805141749865,0.0,0.0,0.022518484958546227,0.6918798126355661,0.03132297281359608,0.6918798126355661,-0.014641002048511351,1.199258341901648,-0.014641002048511351,1.199258341901648,0.019106350499231914,1.5375106947457025,1.309198009104719,0.8487168853901434,-1.0510036500127997,-0.6984012073629291,0.9859656204720966,0.5985315961888587,-2.623307643460755,0.6304515692013735,0.2732344133418865,-1.62530092868763,-0.5291367877622659,-0.9391905292730982,1.3880793447788142,1.8920422190097823,-0.4276091013329584,1.5681862207084531,0.5245545039890516,1.1792452141665937
2.5079112793155764,2,0,0.1952429877980445,0,0.4991933798847523,0.0,0.0,0.00824476280032313,1.2881690585041026,0.03075048637924048,1.2881690585041026,0.0,2.232826368073778,0.0,2.232826368073778,-0.05225915552390352,2.8625979077868946,1.978202043189364,-0.12022194403622821,-0.8817586328129656,1.5339760890650358,0.9908750955896557,1.8122873880958128,-0.6769987813179452,0.2110598673419597,0.28916987668335326,1.9213263348641827,-1.6986149759754872,-0.7772119228512726,-1.236355875398616,-0.9261005724393727,-0.05888050289473723,-0.5092525316238028,-0.4212341327621112,1.3768525629052455
