petal_height,petal_width,opening_degree,layer_index,curvature_intensity,bone_0_y_start,bone_0_y_end,bone_0_rot_x,bone_1_y_start,bone_1_y_end,bone_1_rot_x,bone_2_y_start,bone_2_y_end,bone_2_rot_x,bone_3_y_start,bone_3_y_end,bone_3_rot_x
2.4363502971184063,1.4408571676918993,0.7319939418114051,0,1.0968501579464869,0.0,0.4872700594236813,-3.0995856785027547,0.4872700594236813,1.2181751485592032,10.789646993149145,1.2181751485592032,1.9490802376947252,19.816625457099196,1.9490802376947252,2.4363502971184063,6.783059357317845
1.8571670448048518,1.0810661675386235,0.056411579027100256,1,0.7123391106782762,0.0,0.3714334089609704,-2.564269268214781,0.3714334089609704,0.9285835224024259,10.038528123441338,0.9285835224024259,1.4857336358438815,21.250478025589224,1.4857336358438815,1.8571670448048518,5.089558340016598
2.5798625466052894,0.6494749682376503,0.6118528947223795,1,0.5466656632136154,0.0,0.5159725093210579,-1.1168870164417812,0.5159725093210579,1.2899312733026447,5.926853088089545,1.2899312733026447,2.0638900372842315,13.5321237824519,2.0638900372842315,2.5798625466052894,4.428567542460815
2.6669072331199497,1.3319284880835847,0.6803075385877797,0,0.5650515929852795,0.0,0.53338144662399,-1.7470626355432013,0.53338144662399,1.3334536165599749,6.681483748233086,1.3334536165599749,2.13352578649596,11.759121855635078,2.13352578649596,2.6669072331199497,3.1871362111829926
2.6003812343490034,0.44644588181373457,0.4951769101112702,2,0.6733646535077721,0.0,0.5200762468698007,-3.171161443591207,0.5200762468698007,1.3001906171745017,9.480964168786642,1.3001906171745017,2.080304987479203,19.333290670048,2.080304987479203,2.6003812343490034,8.117585679862255
2.019854157170472,0.9812403933839897,0.03131329245555858,1,1.2751328233611146,0.0,0.4039708314340944,-3.050996143772103,0.4039708314340944,1.009927078585236,19.11868190002754,1.009927078585236,1.6158833257363776,37.778978955286895,1.6158833257363776,2.019854157170472,12.330438716969091
2.471693224223705,0.6256188381286751,0.8287375091519293,1,1.465255307264138,0.0,0.49433864484474105,-4.812842373756669,0.49433864484474105,1.2358466121118525,17.23592792005895,1.2358466121118525,1.9773545793789642,32.18543099204132,1.9773545793789642,2.471693224223705,10.496291566403036
1.5390910168529848,0.8080817768476436,0.3948815181755697,2,1.3154614284548343,0.0,0.30781820337059695,-2.9697102004946405,0.30781820337059695,0.7695455084264924,20.934828734069153,0.7695455084264924,1.2312728134823878,39.16787970668327,1.2312728134823878,1.5390910168529848,13.026486700784092
3.657758564688984,1.0479577521930694,0.3308980248526492,2,0.8109823217156622,0.0,0.7315517129377969,-1.3404278810765913,0.7315517129377969,1.828879282344492,11.702513189430778,1.828879282344492,2.9262068517511874,26.036237677003342,2.9262068517511874,3.657758564688984,8.697042136919944
2.6805373129048733,0.44351309512596204,0.713244787222995,0,1.2217295211648733,0.0,0.5361074625809746,-3.2284971171693275,0.5361074625809746,1.3402686564524366,11.400079822203319,1.3402686564524366,2.1444298503238985,24.337418506834705,2.1444298503238985,2.6805373129048733,7.197093116469854
2.0042980058384905,1.3749163148082233,0.47537022318211175,0,1.0085706911647028,0.0,0.40085960116769814,-2.424752127273769,0.40085960116769814,1.0021490029192452,11.382513768693034,1.0021490029192452,1.6034384046707926,23.52869643910409,1.6034384046707926,2.0042980058384905,6.831997246513877
2.071995413729056,0.39237589179455157,0.289751452913768,1,1.3804678390152576,0.0,0.4143990827458113,-5.248378096375438,0.4143990827458113,1.035997706864528,19.799680527485723,1.035997706864528,1.657596330983245,37.708844977957945,1.657596330983245,2.071995413729056,11.64935425926867
2.046101093042084,0.7998119374444395,0.8832802589188683,1,0.6220879547006734,0.0,0.40922021860841684,-0.6476504038476552,0.40922021860841684,1.023050546521042,6.602903639908718,1.023050546521042,1.6368808744336674,14.567257757797671,1.6368808744336674,2.046101093042084,3.2611212921606647
1.5013009424882895,0.7230826276010027,0.30478125815802903,1,1.0107473025775657,0.0,0.3002601884976579,-4.170361498679629,0.3002601884976579,0.7506504712441447,13.354308460380716,0.7506504712441447,1.2010407539906316,27.207193049765383,1.2010407539906316,1.5013009424882895,8.381025252875766
3.857274259781298,0.6878435184249063,0.5187906217433661,0,0.9038361710580408,0.0,0.7714548519562596,-1.9615557534197143,0.7714548519562596,1.928637129890649,9.70298562145452,1.928637129890649,3.0858194078250385,20.27859764629592,3.0858194078250385,3.857274259781298,5.432303575226282
3.280676474811105,0.47770431594407986,0.9977404850489419,2,1.1095643339798968,0.0,0.656135294962221,-3.3413749939017796,0.656135294962221,1.6403382374055524,13.41490076175791,1.6403382374055524,2.624541179848884,27.299681014086538,2.624541179848884,3.280676474811105,8.681613660145448
2.098904726667431,0.47387384650946773,0.489452760277563,1,0.7420552715115004,0.0,0.41978094533348626,-0.7564620991916424,0.41978094533348626,1.0494523633337156,10.24835760122009,1.0494523633337156,1.679123781333945,19.78388108410968,1.679123781333945,2.098904726667431,5.4215622575608045
2.419457831798133,1.0587669967122952,0.6335297107608947,2,1.316431873219384,0.0,0.4838915663596266,-4.12130364899972,0.4838915663596266,1.2097289158990665,18.77073313521124,1.2097289158990665,1.9355662654385064,38.718852841868895,1.9355662654385064,2.419457831798133,12.34264181959149
3.6458970120342995,0.6911506862422616,0.2202410475655483,1,1.012093058299281,0.0,0.72917940240686,-2.1865784504144488,0.72917940240686,1.8229485060171498,12.955452378542468,1.8229485060171498,2.91671760962744,28.892987862817613,2.91671760962744,3.6458970120342995,8.537526345550573
