layer_radius,num_petals,petal_index,opening_degree,base_tilt_angle,z_variation,pos_x,pos_y,pos_z,rotate_x,rotate_y,rotate_z
5.621780831931537,3,2,0.7319939418114051,26.93963178886665,-0.3439813595575635,-3.3738700310475704,-4.496823405012911,-0.3439813595575635,-4.419163878318005,9.417041399435927,323.11989040672404
7.207805082202461,13,2,0.020584494295802447,43.645943347289744,0.33244264080042174,4.66851327955314,5.491578813206601,0.33244264080042174,-3.181750327928994,40.847940734543144,139.6313975981809
5.1296957007167645,5,4,0.43194501864211576,13.105311308911887,0.11185289472237947,0.9603188678626491,-5.039004430835426,0.11185289472237947,-2.0785535146478185,6.642708431035362,10.789877213040825
6.192489889519251,8,5,0.19967378215835974,23.140549728612523,0.09241456886204247,-5.014335635273577,-3.6336440619058545,0.09241456886204247,1.0754485190143832,16.543133385200605,305.92900825439995
3.4553611508969566,13,8,0.9656320330745594,36.37788066524075,-0.19538623082662931,-2.881646133776375,-1.9067344447561678,-0.19538623082662931,1.8423302651215687,0.8911487619582286,303.4919038185892
3.8542676439134516,3,2,0.17336465350777208,17.597727340795835,-0.31776391221193767,-1.6223436593147462,-3.4961950920964617,-0.31776391221193767,-0.7484412550875525,12.79455341504365,335.10722820635306
6.97390229473994,3,2,0.8422847745949985,20.238936001639455,-0.10484976399818557,-2.552186048030972,-6.490120152417445,-0.10484976399818557,2.272719958564209,2.151232966290979,338.5331773158759
6.993107820837796,13,8,0.9611720243493491,38.00402319051681,0.24732011013738087,-5.169665609047943,-4.709364552090834,0.24732011013738087,0.8675116566384826,4.2671511306529855,312.33230418624316
7.249239733806792,3,0,0.2962735057040824,7.4370122578351125,-0.48436359325880607,7.24664858671,-0.19380655029471988,-0.48436359325880607,-1.0511848182443027,3.994551612550299,88.46802961412739
3.0985587590055914,8,0,0.71134195274865,35.55789932390425,0.10595997478101138,3.0643154777637633,0.4593876747886373,0.10595997478101138,1.5107702550194446,12.753831836460986,98.52601757026699
8.950270044528594,13,1,0.09541011649041131,16.686821348921985,0.16884125266360728,7.671013400447239,4.611169838570767,0.16884125266360728,0.912977877077271,13.743060538107041,121.01075482465762
6.928703980933908,8,4,0.9717120953891037,38.20112209197377,0.2217295211648732,-6.8993013085780195,0.6376365021413193,0.2217295211648732,-2.4393167723867606,-1.6767687650024563,264.7196983949791
7.974640227800512,5,1,0.4393365018657701,9.07736410509283,0.3957635956735194,2.529413132102674,7.562866914735491,0.3957635956735194,0.6327557197638365,6.262443231556204,161.50740446364222
3.9753201808411296,8,4,0.5398410913016731,9.137755113064623,0.442853570557981,-3.972953155101159,-0.13716328799827265,0.442853570557981,1.9478493303970454,6.48762645487192,271.9773093297707
7.370478336936553,5,0,0.10549425983027061,20.54405567173096,-0.2815595627831664,7.367348518602146,-0.2147713218792889,-0.2815595627831664,3.8328025891886828,17.32284585076147,88.33019895740732
3.8546156829047136,3,2,0.906828441545754,12.24595122230859,0.14769012054136232,-2.4771627951120316,-2.95325693928038,0.14769012054136232,-1.4743114366583097,-0.030338090914656224,320.0104075399063
4.152590972000592,8,0,0.4848299713589832,31.159621480062164,-0.23058766620147852,4.136038262661431,-0.37040419887121934,-0.23058766620147852,-3.3170895782706946,14.365088407765287,84.88251044495549
6.906714014121388,13,0,0.06489224710898156,11.42619362704551,-0.2531239371613988,6.890505404206946,0.4728992994873646,-0.2531239371613988,2.12270589924442,8.573243826404603,93.92608545679576
9.984183395342594,8,0,0.9766149558326529,18.49666559932041,-0.4669492670994516,9.969586668693426,-0.5396848406663735,-0.4669492670994516,1.3435134470136383,1.5167780513173588,86.90142496053366
6.716542083219955,5,3,0.08085332633271525,16.6344505227632,-0.2578400617225741,-4.986434888296868,-4.499711619697473,-0.2578400617225741,-0.296993655539616,18.190038711649876,312.06279512759795
5.791771097111871,8,7,0.7983451249845511,6.782289478444326,0.008198776740718672,4.365546737621935,-3.8061284953320906,0.008198776740718672,3.583588048137198,0.32343516830559316,48.91625613581766
4.541687332958838,5,2,0.8095010461397154,15.689969428127823,-0.40382344890857924,-4.039830197377214,2.0752580096744464,-0.40382344890857924,-1.024279789124777,3.095430865323079,242.8104652897921
8.863970741351295,8,3,0.7352161192407721,9.408222933197116,0.04144797382756582,-6.681159071905808,5.8251258149007015,0.04144797382756582,-2.714499782027003,0.5408753418755154,228.91568798690164
9.875178403306048,13,11,0.260829174830409,44.831416489106594,0.46541935128879364,5.773940535228147,-8.011289483770481,0.46541935128879364,3.8263634318933963,31.270317769822803,35.7812536875266
4.952099468145273,8,7,0.8466611422383059,38.53459313451416,-0.09549187287780991,3.9421636846699486,-2.997104373503557,-0.09549187287780991,3.509284487675128,8.522660460883706,52.75540197521917
8.497384557797606,13,3,0.5806866214364547,16.75272449527844,0.4401334424577784,-0.37808847992014166,8.488968925873678,0.4401334424577784,-2.1607902526253433,5.856824670325828,182.55019981202943
6.399296275103586,8,7,0.9944574626108207,7.916636370480542,-0.48192463638447913,4.515330532270446,-4.534620491386343,-0.48192463638447913,-3.211772907786712,-0.757309039422915,44.877874303668705
